1.8595,-2.0524,-1.5642,1.2279,0.52306,-0.32025,-5.5505,-34.668,21.358
0.22411,-2.0195,-1.9785,1.2567,0.66187,-0.43597,-5.5505,-34.668,21.358
-1.8675,-1.9693,-1.5243,1.2794,0.74813,-0.56612,-5.3819,-33.617,23.017
-1.9014,-1.9562,-0.026825,1.2498,0.86457,-0.73938,-2.1321,-31.901,25.819
-0.93112,-1.9837,-0.75317,1.2741,0.75236,-0.69615,-2.1321,-31.901,25.819
-0.55563,-1.9915,-0.68121,1.2634,0.71523,-0.63051,-1.1355,-32.883,24.622
-0.37912,-2.0024,-1.5266,1.2721,0.82569,-0.7353,-1.1355,-32.883,24.622
0.071198,-1.7726,-0.91563,1.2682,0.85806,-0.7748,-1.0518,-32.448,25.196
0.79158,-0.83781,-0.27972,1.2363,0.85737,-0.79636,-0.18682,-32.064,25.704
0.93246,-0.70924,-0.013519,1.2168,0.85876,-0.80658,1.3667,-32.522,25.085
1.475,-0.083237,1.1934,1.1579,0.93229,-0.87669,1.3667,-32.522,25.085
1.5073,0.92078,0.9277,1.1139,1.0078,-0.90196,3.8615,-32.899,24.323
1.5191,1.2097,0.80943,1.0918,1.0371,-0.8866,3.7886,-33.214,23.902
0.94002,1.3228,-0.3788,1.0736,1.0137,-0.80044,3.7886,-33.214,23.902
0.17805,1.3565,0.59024,1.0736,0.96782,-0.73876,2.4929,-34.104,22.794
-0.07869,0.8537,0.80428,1.1006,0.86303,-0.60275,2.4929,-34.104,22.794
-0.84871,1.5656,-0.56844,1.2068,0.60951,-0.33686,-1.6165,-35.797,20.119
-0.1991,0.37811,-0.039642,1.2372,0.51236,-0.22325,-5.0272,-35.357,20.333
-0.11307,0.31686,-0.26752,1.2606,0.33879,-0.077293,-5.0272,-35.357,20.333
-0.023514,-0.42363,0.043396,1.2706,0.29056,-0.045306,-9.2608,-34.089,21.001
-0.4707,-1.1992,-0.26914,1.2861,0.2583,0.00334,-10.069,-33.549,21.492
-0.64125,-1.4787,-0.13728,1.2884,0.26914,-0.015096,-10.069,-33.549,21.492
-0.88225,-1.5739,-0.16205,1.2937,0.3735,-0.16099,-9.8249,-33.431,21.787
-0.78049,-1.3844,-0.17763,1.2858,0.41517,-0.23595,-8.4983,-33.359,22.445
-0.57193,-0.68397,-0.057022,1.2801,0.41781,-0.2509,-8.4983,-33.359,22.445
-0.42639,-0.20866,-0.24664,1.2738,0.40699,-0.25287,-5.9438,-33.663,22.81
-0.43994,-0.090973,-0.18249,1.2715,0.39381,-0.24333,-5.6307,-33.791,22.7
-0.35258,0.010498,-0.15587,1.2647,0.38562,-0.23813,-5.6307,-33.791,22.7
-0.28491,0.059158,-0.098068,1.2587,0.42537,-0.28793,-5.5797,-33.95,22.474
-0.21526,0.071243,-0.093658,1.2566,0.45038,-0.31685,-4.686,-34.078,22.485
-0.074265,0.18512,-0.07486,1.2514,0.50794,-0.38082,-4.686,-34.078,22.485
0.045593,0.27974,-0.20891,1.2478,0.53845,-0.41407,-3.9427,-34.063,22.65
0.078568,0.32788,-0.18543,1.237,0.59869,-0.47807,-2.3668,-34.067,22.862
0.1813,0.45618,-0.057556,1.2237,0.64506,-0.52748,-2.3668,-34.067,22.862
0.25178,0.66385,-0.19151,1.2094,0.67615,-0.56342,-1.6434,-34.149,22.803
0.5974,0.80913,-0.30308,1.1996,0.69986,-0.58997,-0.96001,-34.25,22.69
1.5363,-1.1097,-1.9599,1.1945,0.7052,-0.59671,-0.96001,-34.25,22.69
2.0348,-2.0545,-1.3419,1.1854,0.72367,-0.60931,-0.50183,-34.298,22.633
-1.3957,-1.9507,2.0081,1.1847,0.73289,-0.59013,-0.74087,-34.433,22.42
-1.9574,-1.465,1.997,1.1907,0.67394,-0.55566,-0.74087,-34.433,22.42
-1.6833,-1.9587,0.25864,1.3224,1.0406,-1.1527,-0.72345,-34.558,22.228
0.46207,-1.8929,-1.3352,1.2176,0.8156,-0.96038,3.0942,-28.814,29.138
0.71956,-1.4254,-0.3945,1.2423,0.80343,-0.85,3.0942,-28.814,29.138
0.56886,-0.94133,-0.085449,1.2405,0.79663,-0.77433,3.2541,-32.154,25.385
0.66527,-0.1394,0.70283,1.1638,0.94401,-0.88299,1.9393,-32.931,24.507
1.5735,-0.19112,1.0112,1.1281,1.0113,-0.96815,1.9393,-32.931,24.507
1.9621,-0.75778,0.65356,1.1007,1.0498,-0.99881,5.5785,-32.334,24.743
1.9391,0.34091,0.62036,1.0417,1.1932,-1.0538,5.9848,-32.076,24.984
1.5731,1.1929,-0.25912,1.0186,1.2389,-1.065,5.9848,-32.076,24.984
1.162,1.8748,-0.63013,1.0026,1.2038,-0.98459,5.5519,-31.875,25.338
0.26771,0.63478,0.57861,1.0459,1.0416,-0.79242,4.5722,-33.237,23.732
-0.034576,0.48404,0.73264,1.088,0.99,-0.77595,4.5722,-33.237,23.732
-1.2766,1.4854,0.96347,1.202,0.87657,-0.72486,1.2134,-34.515,22.273
-0.72595,1.1252,-0.14574,1.2548,0.82049,-0.67662,-0.97557,-33.311,24.047
-0.42639,0.97873,-0.44653,1.3017,0.58671,-0.45776,-0.97557,-33.311,24.047
-0.26488,0.21129,0.10232,1.2856,0.43976,-0.34706,-3.7417,-32.5,24.872
-0.25316,-0.25989,0.032913,1.2596,0.31311,-0.26944,-2.8255,-34.061,22.819
-0.21126,-1.5259,-0.44719,1.2563,0.33502,-0.27756,-2.8255,-34.061,22.819
-0.18921,-1.9961,-0.25121,1.2618,0.40609,-0.34466,-2.8695,-34.176,22.641
0.057434,-2.0012,-0.21155,1.2712,0.62255,-0.56046,-0.67978,-32.942,24.56
-0.023621,-0.84367,-0.23203,1.2633,0.71403,-0.64767,-0.67978,-32.942,24.56
-0.31076,-0.1855,-0.078995,1.2344,0.8007,-0.7319,0.47669,-32.783,24.776
-0.56193,-0.062683,-0.03157,1.2068,0.79937,-0.74022,1.4064,-33.016,24.429
-0.78139,-0.062057,0.045044,1.1993,0.79724,-0.7456,1.4064,-33.016,24.429
-0.58392,-0.077332,0.022369,1.1841,0.81631,-0.77753,1.9274,-33.266,24.051
-0.47896,-0.11229,0.079895,1.1752,0.84358,-0.80459,3.6182,-33.205,23.941
-0.28491,0.02179,-0.019913,1.1523,0.92459,-0.87039,3.6182,-33.205,23.941
-0.25284,0.095062,-0.023163,1.1245,1.0017,-0.92934,4.241,-32.93,24.218
-0.28769,0.19872,-0.065353,1.0987,1.0521,-0.9683,4.886,-32.66,24.46
-0.26987,0.29896,-0.14406,1.0775,1.0759,-0.98216,4.886,-32.66,24.46
-0.21837,0.36336,-0.10735,1.0694,1.0783,-0.98111,5.8943,-32.502,24.448
-0.22221,0.48202,-0.136,1.0595,1.0674,-0.97935,6.2626,-32.623,24.194
0.81883,0.064728,-1.2917,1.0588,1.0555,-0.98058,6.2626,-32.623,24.194
2.0486,-2.0598,-1.9502,1.0671,1.0311,-0.98614,7.4151,-32.474,24.069
2.0486,-2.0598,-1.9502,1.0651,1.0763,-0.94454,7.4151,-32.474,24.069
-1.3122,-1.9857,-2.0186,1.0735,1.2439,-1.0295,7.4151,-32.474,24.069
-0.81297,-1.9885,-1.012,1.0579,1.3702,-1.3863,2.6558,-31.237,26.571
-0.42029,-1.8925,0.58626,1.0573,1.1289,-1.2601,11.281,-27.046,28.811
-0.016159,-1.525,-0.16615,1.1532,1.1154,-1.1552,11.281,-27.046,28.811
0.043503,-1.0839,-0.72858,1.1211,1.1287,-1.1881,7.9951,-29.77,27.178
1.1059,-0.10765,1.2541,1.1064,1.1426,-1.1986,9.2766,-29.814,26.719
1.9391,-0.46584,1.3965,1.0448,1.1718,-1.259,9.2766,-29.814,26.719
1.9525,-0.70871,1.0304,1.0448,1.1718,-1.259,10.766,-29.192,26.847
1.7475,0.00235,0.38164,0.99118,1.3043,-1.2842,10.477,-28.304,27.892
1.4896,0.48459,0.29862,0.95469,1.4234,-1.2938,10.477,-28.304,27.892
0.71376,1.4501,-0.67522,0.97557,1.3462,-1.1818,8.4599,-28.207,28.664
0.27089,1.9077,-0.69871,0.99461,1.2716,-1.0949,8.4599,-28.207,28.664
0.012909,1.6324,0.88792,1.0441,1.0984,-0.91729,7.1168,-30.332,26.798
-0.28972,1.0105,0.82584,1.1246,0.95452,-0.81207,5.1294,-32.815,24.202
-1.2296,1.0108,0.095215,1.1667,0.87635,-0.74763,0.81819,-33.733,23.458
-1.0291,0.80832,-0.64993,1.2547,0.60787,-0.47016,0.81819,-33.733,23.458
-0.12479,0.75157,0.2214,1.2711,0.43881,-0.3319,-2.1108,-33.715,23.403
-0.16701,0.02594,-0.61816,1.2772,0.36885,-0.28959,-3.4153,-33.569,23.459
-0.32652,-0.33295,-0.64447,1.2792,0.32194,-0.25464,-3.4153,-33.569,23.459
-0.46609,-1.1708,-0.11763,1.2799,0.34095,-0.26981,-3.5086,-33.588,23.418
-0.53125,-1.6188,-0.41618,1.2955,0.42289,-0.37017,-2.9307,-33.295,23.91
-0.40744,-1.7153,0.14236,1.3035,0.59016,-0.56134,-2.9307,-33.295,23.91
-0.060089,-1.1794,0.04895,1.2992,0.62439,-0.59844,-0.55088,-32.265,25.446
0.02211,-0.83896,-0.010406,1.289,0.66833,-0.62947,-0.19257,-32.264,25.453
-0.1631,-0.41893,-0.23747,1.2827,0.67187,-0.62657,-0.19257,-32.264,25.453
-0.36572,0.045273,0.011063,1.2685,0.64705,-0.59878,-0.30685,-32.501,25.148
-0.40512,0.13866,0.011337,1.2604,0.62876,-0.59612,-0.23119,-32.903,24.621
-0.313,0.31218,-0.072693,1.248,0.6594,-0.63678,-0.23119,-32.903,24.621
-0.26669,0.2756,-0.13412,1.2308,0.70737,-0.69354,1.1448,-33.081,24.356
-0.28204,0.28981,-0.10573,1.2204,0.73575,-0.72748,2.1498,-33.073,24.298
-0.21318,0.33438,-0.18246,1.1976,0.79929,-0.80284,2.1498,-33.073,24.298
-0.16882,0.33903,-0.32504,1.1734,0.85196,-0.86802,4.7663,-32.752,24.36
-0.12793,0.3244,-0.33905,1.1477,0.8886,-0.9167,4.7663,-32.752,24.36
-0.004715,0.30196,-0.72151,1.1267,0.90706,-0.95646,6.0245,-32.582,24.31
1.5731,-1.208,-1.4981,1.1203,0.91427,-0.97934,7.2994,-32.447,24.14
2.0486,-2.0598,-1.9502,1.106,0.92734,-0.99112,9.3517,-31.917,24.138
0.74121,-1.9978,2.0516,1.106,0.92734,-0.99112,9.3517,-31.917,24.138
-1.4951,-1.9605,0.55043,1.122,1.0325,-1.0241,7.6122,-32.405,24.1
0.12233,-2.0064,-0.66244,1.1939,1.2646,-1.5029,7.6122,-32.405,24.1
0.94215,-2.0223,-0.38055,1.1951,1.1977,-1.3918,7.367,-27.569,29.573
0.83055,-1.6658,-0.7932,1.2151,1.1965,-1.2789,13.262,-26.517,28.457
0.45506,-0.56853,-0.416,1.1943,1.1753,-1.2357,7.3706,-29.055,28.112
0.4911,-0.002914,0.25511,1.1529,1.1048,-1.1631,7.3706,-29.055,28.112
0.84218,-0.09137,0.50958,1.1066,1.1061,-1.1771,8.3831,-30.039,26.763
1.765,-0.13692,1.0152,1.0655,1.1526,-1.2228,10.952,-29.592,26.329
1.5427,0.009491,0.69609,1.0074,1.2695,-1.2514,10.952,-29.592,26.329
1.3493,0.35573,0.47673,0.98385,1.3232,-1.2506,10.01,-29.171,27.16
1.079,0.97057,0.26294,0.9778,1.3191,-1.1901,8.4983,-29.586,27.226
0.64288,1.5789,-0.71912,0.99143,1.2688,-1.1317,8.4983,-29.586,27.226
0.34544,1.5397,-0.24826,1.0442,1.0338,-0.86569,5.2298,-33.496,23.227
-0.013763,0.97755,0.52664,1.1076,0.93151,-0.76929,5.2298,-33.496,23.227
-0.65234,0.7946,-0.11681,1.1517,0.89662,-0.74695,2.6995,-34.65,21.931
-1.4636,0.43248,-0.16037,1.2264,0.7774,-0.64124,0.57138,-34.014,23.055
-0.52602,0.35321,-0.27888,1.2522,0.68396,-0.55135,-1.7471,-33.597,23.602
-0.34787,-0.014572,0.000519,1.2686,0.46068,-0.39215,-1.7471,-33.597,23.602
-0.37564,-0.7189,-0.22325,1.2884,0.34357,-0.32036,-2.1031,-33.664,23.476
-0.17131,-0.98096,-0.27176,1.2983,0.31589,-0.2895,-2.349,-33.401,23.827
-0.039124,-0.82668,0.01503,1.3117,0.31139,-0.29084,-2.349,-33.401,23.827
-0.19814,-0.61046,0.18218,1.3171,0.37452,-0.35008,-1.5185,-32.756,24.77
-0.17979,-0.51172,0.040131,1.3201,0.48864,-0.46546,-0.73051,-32.463,25.189
-0.15073,-0.52382,-0.047333,1.3132,0.53252,-0.51485,-0.73051,-32.463,25.189
-0.084091,-0.34662,-0.10915,1.303,0.54908,-0.52488,-0.23179,-32.497,25.154
-0.021591,-0.14815,0.03476,1.2941,0.56953,-0.54022,-0.23179,-32.497,25.154
0.04599,0.025208,0.10356,1.2912,0.58532,-0.55647,-0.033184,-32.811,24.744
0.060059,0.071396,0.073212,1.287,0.6324,-0.60697,0.40366,-32.749,24.823
0.022751,0.13525,-0.076904,1.2851,0.65811,-0.6354,0.40366,-32.749,24.823
0.1572,0.23982,-0.14233,1.2746,0.73287,-0.72089,0.96257,-32.579,25.03
0.21924,0.37267,-0.042999,1.2578,0.77385,-0.77047,1.6238,-32.419,25.204
0.289,0.43866,0.11777,1.2484,0.78758,-0.7901,1.6238,-32.419,25.204
0.42867,0.2881,0.065079,1.2316,0.8156,-0.83075,3.3853,-32.4,25.053
0.98439,-0.1752,-0.062485,1.2242,0.83761,-0.85522,4.3237,-32.361,24.957
1.6932,-0.83194,-0.80164,1.1704,0.99552,-1.0014,4.3237,-32.361,24.957
2.0486,-2.0598,-1.9502,1.1545,1.0367,-0.9916,4.9262,-32.088,25.198
-1.9392,-1.9416,1.6437,1.1391,1.0005,-0.93464,3.999,-32.319,25.067
-0.37627,-1.9881,0.21204,1.2002,0.99619,-1.0355,3.999,-32.319,25.067
-0.97519,-1.9608,1.9137,1.2388,1.0293,-1.1635,4.0802,-32.512,24.803
-0.66359,-1.991,-0.91397,1.2629,1.3362,-1.4439,6.2676,-26.911,30.42
-0.51576,-1.9936,-0.83179,1.2896,1.295,-1.3947,6.2676,-26.911,30.42
-0.15225,-2.0013,-0.78185,1.2745,1.1107,-1.1965,5.3672,-27.804,29.782
0.17993,-1.5324,-0.17998,1.26,1.0978,-1.1929,5.1476,-29.406,28.242
0.22699,-0.67294,-0.11099,1.2524,1.1223,-1.2222,5.1476,-29.406,28.242
0.856,0.24577,0.33893,1.2222,1.1131,-1.2233,5.8571,-29.358,28.154
1.4013,0.52238,0.98854,1.1928,1.1028,-1.2128,8.1243,-29.807,27.099
1.3847,0.59993,1.015,1.0732,1.0962,-1.1597,8.1243,-29.807,27.099
1.1634,0.95157,0.66441,1.0002,1.158,-1.1343,9.5667,-30.563,25.753
1.1662,1.844,-0.7003,0.98305,1.1687,-1.1157,9.6704,-31.167,24.978
0.92195,1.9391,-0.80612,0.9968,1.1185,-1.0327,9.6704,-31.167,24.978
0.12672,1.5521,0.55276,1.0135,1.0809,-0.97289,7.511,-32.908,23.441
-0.040527,1.1167,0.56085,1.0724,0.97576,-0.82133,4.3013,-34.339,22.163
-0.76956,0.5097,-0.26096,1.2123,0.82601,-0.63441,4.3013,-34.339,22.163
-0.92129,-0.095657,-0.86717,1.2536,0.77551,-0.56069,-3.4786,-33.923,22.934
-0.55539,-0.055542,-0.32928,1.3133,0.59895,-0.36942,-7.1256,-33.047,23.366
-0.093918,-0.11426,-0.065613,1.3251,0.50009,-0.28691,-7.1256,-33.047,23.366
-0.33006,-0.76524,-0.28571,1.3308,0.37236,-0.17342,-8.169,-32.612,23.635
-0.20577,-0.9695,-0.15865,1.3501,0.16692,0.029242,-8.6373,-32.592,23.495
-0.24498,-1.2377,-0.076553,1.36,0.3207,-0.1337,-8.6373,-32.592,23.495
-0.55678,-0.9935,0.12013,1.3616,0.47117,-0.29642,-7.1494,-32.57,24.019
-0.39786,-0.72946,0.092896,1.3585,0.4961,-0.3345,-5.957,-32.465,24.483
-0.20784,-0.50717,0.045486,1.352,0.52993,-0.38759,-5.957,-32.465,24.483
-0.058533,-0.23911,-0.1125,1.3471,0.54978,-0.40684,-4.8849,-32.527,24.637
-0.071747,-0.038391,-0.015625,1.3328,0.59669,-0.43107,-4.5148,-32.871,24.248
-0.003967,0.16777,0.014587,1.3307,0.61342,-0.43755,-4.5148,-32.871,24.248
0.085495,0.20073,-0.11513,1.3287,0.62794,-0.44907,-4.7778,-32.95,24.089
0.063278,0.1687,-0.16312,1.3205,0.68107,-0.49643,-4.752,-32.976,24.059
0.029694,0.21045,-0.031158,1.3149,0.71403,-0.52699,-4.752,-32.976,24.059
0.018112,0.19238,-0.011627,1.3019,0.78654,-0.59349,-4.4171,-33.031,24.047
0.079834,0.27283,0.10941,1.2758,0.89376,-0.69875,-3.3144,-33.109,24.117
0.22615,0.33099,0.11639,1.2676,0.92544,-0.73412,-3.3144,-33.109,24.117
0.53856,0.37941,0.33752,1.2499,0.97424,-0.78518,-2.4614,-33.094,24.24
2.0043,-0.9364,-1.0566,1.2401,0.99252,-0.79998,-1.0129,-33.104,24.33
2.0486,-2.0598,-1.9502,1.2185,1.0289,-0.81979,-1.0129,-33.104,24.33
-0.48657,-1.978,1.1419,1.1681,1.007,-0.73113,-0.78433,-33.289,24.084
0.81154,-2.0305,-1.732,1.1609,0.9888,-0.7139,-0.78433,-33.289,24.084
-1.1753,-1.9621,1.217,1.2595,1.0504,-1.0293,-1.3939,-34.842,21.746
-0.80334,-1.9797,0.08754,1.2377,1.1773,-1.1412,4.1435,-31.221,26.4
0.41742,-1.3554,-1.6999,1.297,1.4257,-1.417,3.6619,-27.795,30.047
0.34618,-0.39153,-0.26369,1.2815,1.2454,-1.2182,3.6619,-27.795,30.047
0.39935,-0.23149,-0.43663,1.1987,0.94749,-0.93494,4.4848,-32.281,25.033
0.98155,0.14833,0.90645,1.1744,1.0062,-0.99728,4.4848,-32.281,25.033
1.3241,-0.054916,0.79649,1.1613,1.0513,-1.0439,4.4848,-32.281,25.033
1.21,0.005692,0.99312,1.1112,1.1756,-1.1137,6.91,-31.829,25.06
1.2939,0.95157,0.66017,1.0842,1.2309,-1.1283,7.0176,-31.356,25.62
0.90746,1.459,0.21434,1.0665,1.2313,-1.0869,7.0176,-31.356,25.62
0.4655,1.8768,-1.0926,1.1106,1.0162,-0.8487,5.383,-32.704,24.296
-0.11529,1.162,-0.29556,1.1303,0.91341,-0.73979,5.383,-32.704,24.296
-1.2147,0.95201,0.21617,1.1967,0.76511,-0.58839,3.1235,-34.412,22.246
-1.471,0.77216,0.27116,1.2427,0.69171,-0.52088,0.20168,-35.242,21.137
-0.75794,-0.050735,-0.41158,1.3077,0.33282,-0.20018,-4.8403,-33.853,22.789
-0.56749,-0.007217,-0.050446,1.3035,0.21574,-0.10827,-4.8403,-33.853,22.789
-0.54665,-0.25355,-0.22932,1.3031,0.10039,0.010825,-5.076,-33.961,22.577
-0.55591,-1.0569,-0.24205,1.3019,0.031335,0.093898,-6.2708,-33.866,22.418
-0.43048,-1.126,-0.25145,1.3033,0.02851,0.10286,-6.2708,-33.866,22.418
-0.039185,-0.96367,-0.064209,1.3214,0.031383,0.11183,-7.0932,-33.815,22.251
-0.15933,-0.3911,0.080231,1.3306,0.042274,0.10536,-7.5392,-33.205,23.009
-0.13425,-0.20927,0.11354,1.3412,0.12897,0.026605,-7.5392,-33.205,23.009
-0.043411,-0.069122,-0.00914,1.324,0.16959,-0.009005,-7.271,-33.044,23.326
0.086945,0.020828,0.03511,1.3127,0.19567,-0.030278,-6.8123,-33.88,22.239
0.16724,0.060425,0.095169,1.3001,0.25776,-0.083727,-6.8123,-33.88,22.239
0.3566,0.13127,0.2218,1.3002,0.29314,-0.11792,-6.4567,-34.139,21.947
0.43437,0.16632,0.31247,1.3071,0.36827,-0.19412,-5.9286,-34.034,22.258
0.50523,0.15611,0.32776,1.317,0.45097,-0.27976,-5.9286,-34.034,22.258
0.40071,0.05513,0.082108,1.3253,0.53926,-0.37102,-4.8231,-33.409,23.44
0.31758,-0.024796,-0.15413,1.3281,0.62018,-0.44932,-4.3883,-33.113,23.94
0.22818,0.14648,-0.052902,1.326,0.65178,-0.47725,-4.3883,-33.113,23.94
0.86095,0.015503,-0.77039,1.3129,0.67869,-0.49618,-4.1413,-33.023,24.107
1.6391,-0.78989,-1.6329,1.3052,0.67335,-0.49119,-3.9464,-33.293,23.766
1.4213,-2.046,-1.963,1.2899,0.70354,-0.50565,-3.9464,-33.293,23.766
-0.052567,-1.9975,-0.056458,1.2972,0.74004,-0.54829,-3.8185,-33.798,23.064
-1.0885,-1.9708,0.39146,1.364,0.91033,-0.79968,-3.8185,-33.798,23.064
-0.912,-1.9852,-0.87648,1.3606,1.3198,-1.2647,-3.3611,-32.992,24.271
-0.84703,-1.9848,-0.65251,1.3671,1.3298,-1.284,1.169,-29.308,28.784
-0.4296,-1.9958,-0.86566,1.3325,0.9665,-0.94981,1.169,-29.308,28.784
-0.18715,-1.8277,-0.37668,1.3225,1.0079,-0.99349,1.847,-30.548,27.428
-0.27992,-0.79869,0.16154,1.314,1.061,-1.0443,2.0997,-30.958,26.945
-0.27626,-0.23143,0.3501,1.278,1.1064,-1.0927,4.1237,-30.704,27.002
1.7453,0.41745,1.2349,1.2457,1.0784,-1.0727,4.1237,-30.704,27.002
1.9095,0.27992,1.0591,1.1723,1.0469,-1.0361,6.1141,-31.65,25.49
1.8485,0.53169,0.83934,1.0641,1.2192,-1.0668,6.1141,-31.65,25.49
1.0289,1.4818,-0.94487,1.0417,1.276,-1.079,7.0955,-32.185,24.548
0.71581,1.8605,-1.2043,1.0381,1.2544,-1.0336,6.2572,-32.064,24.932
0.37234,0.87944,0.29794,1.0462,1.1792,-0.95463,4.706,-33.781,22.924
-0.032455,0.54478,0.66545,0.9813,1.1791,-0.91658,4.706,-33.781,22.924
-0.71181,0.71191,0.56068,1.02,1.1626,-0.91009,2.4875,-34.837,21.658
-1.2546,1.0338,-0.13483,1.1517,1.0616,-0.85603,2.4875,-34.837,21.658
-0.21315,0.51425,-0.10017,1.2018,0.88602,-0.70524,0.54343,-34.208,22.768
0.065033,0.40892,0.040939,1.204,0.78592,-0.64083,-3.1461,-34.187,22.588
0.34921,-0.12572,-0.14168,1.2198,0.73634,-0.59226,-3.0206,-34.429,22.234
0.28755,-0.55293,-0.27492,1.227,0.74731,-0.58083,-3.0206,-34.429,22.234
0.068787,-0.75494,-0.20534,1.2323,0.75663,-0.57872,-4.6951,-34.122,22.416
-0.31726,-1.0371,-0.040268,1.2351,0.77374,-0.60271,-4.6951,-34.122,22.416
-0.48982,-1.036,-0.12987,1.2404,0.79122,-0.66153,-4.029,-33.796,23.031
-0.51157,-0.95281,-0.13817,1.24,0.77672,-0.68539,-3.0964,-33.639,23.402
-0.46405,-0.68555,-0.075607,1.24,0.76151,-0.68798,-3.0964,-33.639,23.402
-0.44475,-0.59283,4.6e-05,1.2363,0.74224,-0.68869,-1.9974,-33.549,23.65
-0.31426,-0.40724,-0.051544,1.2337,0.74888,-0.70637,-0.81205,-33.617,23.624
-0.19301,-0.15832,-0.010284,1.2335,0.78145,-0.74515,-0.81205,-33.617,23.624
-0.15332,-0.058182,-0.037094,1.226,0.82405,-0.78349,-0.38169,-33.451,23.868
-0.18538,0.022873,-0.096069,1.2177,0.84902,-0.80377,-0.031686,-33.284,24.105
-0.24766,0.085358,-0.24373,1.1959,0.90062,-0.85544,-0.031686,-33.284,24.105
-0.24707,0.15185,-0.20705,1.1828,0.92552,-0.88319,1.3013,-33.253,24.112
-0.23602,0.31868,-0.26012,1.1352,0.97962,-0.95489,2.5447,-33.213,24.067
0.94154,0.39876,-0.84068,1.0988,1.0019,-0.99542,2.5447,-33.213,24.067
1.9883,-0.54376,-0.72215,1.0831,1.0115,-1.0186,5.6678,-33.016,23.804
2.0486,-2.0598,-1.9502,1.0526,1.0509,-1.0545,7.2268,-32.728,23.779
-1.9472,-1.9385,1.9968,1.0311,1.0881,-1.0459,7.2268,-32.728,23.779
-1.322,-1.9606,0.99826,1.0723,1.2994,-1.3388,6.6167,-33.002,23.578
-0.29628,-1.9914,0.027618,1.1084,1.294,-1.4499,6.6677,-30.842,26.328
-0.061478,-1.9976,-0.086319,1.1385,1.358,-1.4864,6.6677,-30.842,26.328
0.10348,-2.0113,-1.313,1.1485,1.2911,-1.3795,8.688,-27.044,29.698
0.37894,-2.0203,-1.6537,1.1308,1.2064,-1.2763,7.6243,-28.728,28.38
0.16354,-1.2588,-0.35324,1.0979,1.1101,-1.1731,7.6243,-28.728,28.38
0.19926,0.10669,0.7173,1.0863,1.1105,-1.1949,7.5976,-30.812,26.11
0.99413,0.051514,0.65329,1.0719,1.0909,-1.204,9.7117,-30.728,25.501
1.6046,0.46277,1.3924,1.0234,1.113,-1.1997,9.7117,-30.728,25.501
1.7994,0.52557,1.0283,0.99242,1.1325,-1.1944,10.462,-30.866,25.034
1.4001,0.98808,0.29721,0.94017,1.1987,-1.1578,9.5457,-31.71,24.334
1.0219,1.7234,-0.94974,0.92735,1.2256,-1.1244,9.5457,-31.71,24.334
0.66827,1.3315,-0.54465,0.96248,1.1543,-0.98087,7.3226,-32.914,23.492
0.087051,0.92242,0.48909,1.0155,1.1103,-0.89836,5.1846,-34.235,22.134
-0.03624,0.72676,0.40329,1.0579,1.0837,-0.88053,5.1846,-34.235,22.134
-0.57781,0.32579,-0.082047,1.1505,1.0096,-0.83279,2.3093,-34.763,21.796
