mjd,flux,flux err
54479.3904398,0.1230043,0.0111988
54487.3685648,0.1201889,0.0113065
54497.3414120,0.1005039,0.0082853
54503.3249421,0.1303212,0.0078582
54505.3198148,0.1251272,0.0104798
54507.3135880,0.1437507,0.0338345
54545.2097917,0.1387157,0.0172884
54547.2048032,0.1376645,0.0469168
54551.1944676,0.1264700,0.0283212
54553.1884722,0.1351833,0.0170561
54557.1770833,0.1472454,0.0057300
54583.1071759,0.1384171,0.0181218
54603.0530787,0.1364836,0.0491047
54605.0479167,0.1474841,0.0072456
54618.0121412,0.1282875,0.0202710
54620.0070370,0.1510340,0.0513920
54626.9868287,0.1316202,0.0167618
54630.9757176,0.1503441,0.0062560
54632.9707986,0.1376585,0.0076756
54638.9545255,0.1591795,0.0095200
54665.8797801,0.1600441,0.0149575
54672.8609722,0.1411224,0.0061313
54678.8442593,0.1370245,0.0084428
54680.8388310,0.1523552,0.0221418
54682.8332523,0.1397370,0.0292415
54684.8280671,0.1456982,0.0213090
54686.8220949,0.1559063,0.0068096
54688.8174537,0.1398274,0.0343298
54690.8117708,0.1412599,0.0063554
54692.8183681,0.1551541,0.0073220
54694.8127199,0.1212260,0.0358407
54696.8068981,0.1335694,0.0116069
54698.8011343,0.1476798,0.0439983
54700.7955093,0.1378743,0.0069590
54702.7904167,0.1314015,0.0184266
54706.7793287,0.1316991,0.0172197
54708.7739931,0.1426841,0.0120401
54712.7632523,0.1337509,0.0166586
54761.6321875,0.1476036,0.0123499
54763.6269560,0.1432491,0.0069299
54767.6157292,0.1435427,0.0212344
54769.6117477,0.1356480,0.0048388
54773.6027315,0.1400568,0.0083319
54775.5981019,0.1361372,0.0044087
54777.5920486,0.1358810,0.0086470
54780.5817708,0.1451185,0.0227806
54784.5710185,0.1402322,0.0059274
54786.5655208,0.1505465,0.0190476
54788.5601273,0.1436654,0.0140245
54792.5491667,0.1477522,0.0110175
54794.5441088,0.1476396,0.0100069
54806.5112963,0.1460922,0.0189381
54808.5050694,0.1553008,0.0047443
54812.4945718,0.1516126,0.0099063
54814.4890162,0.1500676,0.0054388
54818.4780324,0.1518186,0.0108243
54824.4616319,0.1539561,0.0113190
54848.3964352,0.1496606,0.0099219
54856.3778125,0.1549230,0.0135074
54860.3678009,0.1500707,0.0095912
54862.3618750,0.1506037,0.0072258
54864.3562153,0.1490747,0.0084634
54866.3505787,0.1572996,0.0175725
54874.3285648,0.1575841,0.0107540
54876.3238773,0.1610785,0.0110873
54880.3126042,0.1597249,0.0042740
54882.3069444,0.1621730,0.0166253
54884.3015856,0.1606089,0.0122563
54886.2958102,0.1524940,0.0047456
54888.2907986,0.1602955,0.0277859
54890.2846412,0.1585910,0.0129154
54896.2689583,0.1503445,0.0072461
54898.2634259,0.1564295,0.0055671
54902.2534028,0.1521018,0.0140134
54904.2481829,0.1499512,0.0093107
54906.2425579,0.1532624,0.0083624
54908.5478472,0.1611908,0.0040474
54909.5136458,0.1617303,0.0161257
54911.5430093,0.1568661,0.0150861
54915.5395602,0.1627887,0.0060762
54917.5412269,0.1543723,0.0063133
54918.5308796,0.1775593,0.0295959
54921.5207639,0.1553824,0.0084502
54928.1738657,0.1510176,0.0260483
54943.1274421,0.1491521,0.0066878
54946.1180556,0.1652546,0.0221669
54962.0401736,0.1609960,0.0397099
54965.0317245,0.1545232,0.0167794
54968.0401389,0.1619190,0.0388255
54989.9803125,0.1571323,0.0118713
55007.9151273,0.1685362,0.0108759
55023.8945255,0.1564965,0.0457221
55026.8628704,0.1594704,0.0124374
55032.8462384,0.1966861,0.0234021
55035.8389236,0.1559799,0.0064413
55045.1650463,0.1680357,0.0056698
55048.1567245,0.1757404,0.0074785
55051.1244097,0.1512074,0.0249729
55054.1314236,0.1584096,0.0097640
55060.1004630,0.1702924,0.0152248
55063.0949653,0.1605831,0.0125051
55072.0661458,0.1641182,0.0166557
55075.0565162,0.1736904,0.0222107
55081.0409259,0.1545442,0.0050319
55090.0146181,0.1467306,0.0375541
55095.9990972,0.1618869,0.0093627
55098.9898843,0.1539546,0.0090502
55101.9820833,0.1713126,0.0213730
55111.9673264,0.1547885,0.0043438
55142.8684028,0.1686607,0.0240286
55149.8509954,0.1679920,0.0192984
55152.8358796,0.1699621,0.0059108
55162.8082986,0.1826729,0.0060820
55165.8004977,0.1723823,0.0072355
55174.7754167,0.1719294,0.0067100
55181.7738426,0.1664057,0.0105555
55184.7481597,0.1719465,0.0265748
