mjd,flux,flux err
54473.0384028,0.0849668,0.0095564
54475.0331944,0.0874837,0.0093065
54477.0276736,0.0839965,0.0161383
54479.0223843,0.0811896,0.0175620
54485.0049653,0.0813101,0.0299618
54498.9661458,0.0847870,0.0071897
54502.9567824,0.0777031,0.0183282
54504.9497338,0.0917000,0.0321411
54544.8415394,0.0834733,0.0057593
54546.8347106,0.0838649,0.0163144
54548.8308333,0.0823983,0.0077451
54550.8251157,0.0741426,0.0161414
54552.8201389,0.0814042,0.0135706
54554.8142361,0.0743150,0.0127316
54556.8092940,0.0877434,0.0239901
54558.8036921,0.0781056,0.0095732
54600.6888426,0.0734073,0.0170696
54604.6781944,0.0596704,0.0114530
54610.6614468,0.0864396,0.0258735
54614.6489699,0.0849596,0.0071619
54626.6173032,0.0817554,0.0215142
54630.6069213,0.0868888,0.0051956
54632.6020139,0.0705771,0.0059167
54638.5858796,0.0830070,0.0079098
54659.5286343,0.0805280,0.0163284
54661.5232407,0.0767693,0.0089119
54665.5123148,0.0851438,0.0231446
54672.4920370,0.0881952,0.0130965
54678.4756829,0.0781149,0.0344435
54680.4702778,0.0824064,0.0095133
54682.4649421,0.0666389,0.0071379
54694.4389815,0.0788458,0.0314890
54696.4340509,0.0653632,0.0153857
54698.4276157,0.0934861,0.0281272
54706.4053472,0.0812930,0.0063916
54708.4003009,0.0756987,0.0070550
54712.3893866,0.0812580,0.0235912
54761.2545370,0.0927167,0.0051609
54763.2492477,0.0797314,0.0091867
54767.2379861,0.0858388,0.0058814
54769.2343056,0.0721123,0.0345840
54773.2261227,0.0752527,0.0091568
54777.2160648,0.0794716,0.0098246
54780.2051389,0.0712811,0.0095710
54786.1880903,0.0742659,0.0214401
54788.1830208,0.0783940,0.0312252
54790.1776852,0.0838888,0.0047629
54792.1717824,0.0711776,0.0086453
54806.1339236,0.0721607,0.0338869
54808.1280671,0.0661488,0.0206562
54812.1178241,0.0813852,0.0268264
54818.1015509,0.0909355,0.0041025
54820.0954977,0.0661311,0.0098280
54824.0847454,0.0747887,0.0186676
54852.0090509,0.0875286,0.0051356
54855.9980324,0.0885976,0.0211353
54861.9815162,0.0690448,0.0162995
54869.9601505,0.0854822,0.0165752
54875.9436806,0.0843809,0.0038836
54879.9323843,0.0739454,0.0185886
54881.9269560,0.0821175,0.0280841
54883.9208565,0.0671781,0.0105576
54889.9050810,0.0791221,0.0063146
54895.8884144,0.0791596,0.0055073
54901.8725463,0.0817035,0.0050841
54903.8682407,0.0760191,0.0144579
54908.1485069,0.0795998,0.0042218
54911.1426505,0.0801585,0.0168562
54914.1093287,0.0822612,0.0161323
54921.0989005,0.0819569,0.0165879
54925.7920718,0.0638571,0.0128265
54930.7704977,0.0892873,0.0217062
54933.7573727,0.0917945,0.0210451
54934.7554977,0.0778749,0.0235891
54939.7493634,0.0816681,0.0117680
54940.7602199,0.0833698,0.0130826
54942.7330556,0.0794246,0.0039563
54943.7452083,0.0826086,0.0271540
54948.7255671,0.0804382,0.0166062
54949.7341782,0.0773249,0.0062867
54951.7078935,0.0789130,0.0080179
54955.7077431,0.0769690,0.0124171
54961.6843056,0.0758607,0.0048058
54962.6990509,0.0861841,0.0123031
54964.7066088,0.0878360,0.0129874
54965.6741435,0.0510873,0.0095146
54967.6726620,0.0785685,0.0156957
54968.6652778,0.0715315,0.0076301
54970.6801736,0.0678496,0.0190862
54971.6634491,0.0881006,0.0176749
54973.6514583,0.0814050,0.0066959
54974.6505440,0.0852559,0.0317595
54976.6455787,0.0893835,0.0036979
