mjd,flux,flux err
54474.8572338,0.2572706,0.0104332
54476.8515394,0.2698856,0.0171520
54478.8471065,0.2393535,0.0066819
54480.8414236,0.2549673,0.0213187
54484.8301505,0.2538436,0.0109448
54486.8323611,0.2528787,0.0207187
54488.8281481,0.3135462,0.0457749
54494.8106713,0.2518185,0.0211487
54498.7911458,0.2309119,0.0100145
54502.7846065,0.2308314,0.0061434
54504.7740394,0.3306459,0.0090649
54506.7676736,0.2395367,0.0108642
54508.7633912,0.2415940,0.0238246
54546.6599653,0.2656962,0.0186929
54548.6539352,0.2539862,0.0180477
54550.6548148,0.2467712,0.0091702
54554.6384259,0.2296342,0.0067370
54558.6282870,0.2499455,0.0275755
54564.6145255,0.2378940,0.0128701
54589.5533565,0.2391951,0.0058775
54600.5134606,0.2258484,0.0068820
54604.5087153,0.2290791,0.0071551
54614.4743171,0.2259252,0.0209946
54619.4627199,0.2095971,0.0282188
54626.4428819,0.2092176,0.0080623
54630.4320718,0.2241615,0.0127559
54632.4339005,0.2186024,0.0061831
54638.4202662,0.2290404,0.0092458
54659.3605556,0.2076988,0.0224424
54665.3440625,0.1984250,0.0208734
54672.3244907,0.2217655,0.0401803
54674.3184838,0.1984550,0.0129943
54676.3138542,0.2188112,0.0065598
54678.3008796,0.2279294,0.0188225
54682.2997801,0.2295895,0.0067763
54684.2940162,0.2230951,0.0523117
54686.2886921,0.2356434,0.0284699
54688.2831019,0.2273932,0.0095011
54690.2779514,0.2242841,0.0076295
54692.2719213,0.2270100,0.0067024
54694.2729051,0.2240156,0.0102772
54696.2675116,0.2395200,0.0212856
54698.2664583,0.2263819,0.0099929
54700.2611806,0.2301065,0.0061804
54702.2552199,0.1580935,0.0522746
54704.2505093,0.2326452,0.0134985
54706.2450116,0.2305587,0.0233540
54708.2390625,0.2201696,0.0062941
54712.2280787,0.2283438,0.0062809
54761.0905440,0.2035589,0.0077953
54763.0853935,0.2334069,0.0050078
54765.0800694,0.2132621,0.0069482
54767.0743056,0.2358044,0.0111706
54769.0731019,0.2394315,0.0093050
54773.0521875,0.2142080,0.0506174
54777.0518287,0.2292081,0.0134288
54786.0293287,0.2305724,0.0083109
54788.0237153,0.2375345,0.0063261
54790.0179514,0.2287448,0.0079792
54792.0129282,0.2172637,0.0181023
54794.0071528,0.2221500,0.0088511
54796.0017593,0.2295950,0.0103737
54805.9748958,0.2447335,0.0099921
54809.9638194,0.2230512,0.0152438
54817.9421296,0.2253427,0.0062069
54819.9366204,0.2401499,0.0057917
54823.9199653,0.2323237,0.0064961
54851.8432176,0.2276162,0.0117971
54855.8378935,0.2324809,0.0127172
54861.8216551,0.2204249,0.0075592
54865.8105440,0.2212401,0.0118486
54869.7991319,0.2072115,0.0660934
54873.7883218,0.2482913,0.0071898
54879.7729167,0.2260720,0.0167567
54881.7668287,0.2309505,0.0122247
54883.7618287,0.2209167,0.0064272
54885.7509491,0.2124484,0.0061150
54887.7504514,0.2279002,0.0071268
54889.7454051,0.2406189,0.0134552
54891.7401968,0.2407023,0.0117154
54893.7348148,0.2245964,0.0105531
54895.7286574,0.2243366,0.0187501
54897.7241667,0.2420510,0.0064552
54899.7177894,0.2323819,0.0175674
54901.7128241,0.2427939,0.0104282
54905.7022454,0.2291610,0.0142536
54908.6520833,0.2303060,0.0077904
54909.6231481,0.2185746,0.0062859
