,time,EEG Fp1-Ref,EEG Fp2-Ref,EEG F3-Ref,EEG F4-Ref,EEG F7-Ref,EEG F8-Ref,EEG Fz-Ref,EEG C3-Ref,EEG C4-Ref,EEG Cz-Ref,EEG T3-Ref,EEG T5-Ref,EEG T4-Ref,EEG T6-Ref,EEG P3-Ref,EEG P4-Ref,EEG Pz-Ref,EEG O1-Ref,EEG O2-Ref,ECG EKG,Resp Effort
0,0.1,1.0090930999997554e-05,1.4615373980856903e-06,2.1886973362035437e-06,-4.487660502710372e-06,1.5081307389470077e-05,-9.963882691544824e-06,4.765932338116819e-06,-5.292040965230122e-06,-4.767645629632073e-05,3.6436244720875296e-07,-2.1259994647523895e-06,-1.5427234792978957e-05,-3.0279315652943602e-05,4.5264879865061146e-05,-4.288174148005474e-06,-2.00926414755935e-05,1.7414617990425634e-06,4.872110559169426e-06,1.9682363635083046e-05,1.853370833460484e-05,-7.602604131736674e-05
1,0.30000000000000004,1.0515076086234439e-05,4.9609157707081e-07,2.195447823222337e-06,-1.3377697001467628e-06,1.1856845786381107e-05,-1.799342927874e-05,4.911793328653735e-06,-4.241110004865104e-06,-4.8102872574451795e-05,3.2878044086670287e-07,-2.8238862629008963e-06,-5.930711135127929e-07,-1.08712238532671e-05,4.7461311692718014e-05,4.3180028256548416e-06,-1.5359099036153752e-05,7.601893949974682e-06,2.2650054376802965e-05,2.8922581679200106e-05,-2.0637601352867664e-05,-2.274703391324494e-05
2,0.5000000000000001,-1.4165043524781078e-06,-7.341286940411807e-06,-3.338942113568444e-06,-4.4969976249419745e-06,2.509410920958846e-05,-1.4171518030155971e-05,-2.6060450532189034e-05,-2.7156261159452975e-06,-4.4261277662784924e-05,2.0739785185587958e-07,3.293804894809869e-05,3.6983041711621524e-05,1.1046534989471017e-05,5.439980292941777e-05,1.3182212433958747e-05,-1.010356099303649e-05,9.524331711065019e-06,3.4801435719940516e-05,4.2976717120345145e-05,2.909973464694563e-05,4.9587147305664314e-05
3,0.7000000000000001,-1.5697001919075774e-05,-2.14183866551535e-05,-4.677431203201307e-06,-1.214410073262384e-05,2.9467163024491907e-05,-6.665481174567764e-06,-3.869408162085608e-05,7.29014923551039e-07,-2.830766873414618e-05,1.9755602031446145e-07,4.186459015616492e-05,4.119534561134848e-05,2.705591429684447e-05,5.2769339504056164e-05,7.365689992980649e-06,-1.559530299314779e-05,8.930454492413409e-07,1.771273555352488e-05,2.6967337812971706e-05,-3.2559339960038796e-05,0.00029503914533811804
4,0.9000000000000001,-3.4992740350878417e-07,-1.0311375051353355e-05,6.117291515149997e-06,7.989889231895972e-06,2.332138084752239e-05,-4.545575896011794e-06,-8.741224388514805e-06,2.4750567808605746e-06,-3.3422227240822497e-06,1.1983078660274925e-07,1.657102000605665e-05,1.3894041826790927e-05,2.1857408405736446e-05,4.106601385070805e-05,-3.4612710325351734e-06,-2.6286371036995567e-05,-9.095151792023494e-06,-6.035043700167443e-08,6.1365966462504725e-06,2.7420503684523026e-05,0.00039103908300565046
5,1.1000000000000003,-1.8521607571462773e-05,-2.5341996829665514e-05,-9.942811077859994e-06,-8.236893610680853e-06,7.218062519859376e-06,-1.8022954773364257e-05,-2.5479782471245374e-05,-7.4889144135330786e-06,8.425327188939997e-06,1.1882136798311664e-07,5.420287958293667e-06,1.5098002258368751e-06,1.9917305818802542e-05,2.2098911810483553e-05,-1.0165892592798805e-05,-2.7090562233524138e-05,-1.3859860031344396e-05,-5.130155454106539e-06,-5.976552966668496e-06,-3.2805385748574246e-05,0.00010037755928040936
6,1.3000000000000003,-3.67356438597666e-06,-1.2678840246374226e-05,-1.762928151170753e-05,-1.2347498584479818e-05,9.005995249883665e-06,-6.1143386082483496e-06,-2.9957815822590613e-05,-6.695006669192019e-06,1.8742847254859977e-05,1.3194381003834077e-07,1.2394865910645301e-05,6.53569553298772e-06,2.6163588237089223e-05,5.974711135126888e-06,-3.3323808925408324e-06,-2.1319968339739316e-05,-9.98545901453947e-06,7.815046917719356e-07,-7.374093045549867e-06,3.127477941759903e-05,-0.0002752556251608954
7,1.5000000000000004,2.6842674613447076e-05,2.094741752013763e-05,-2.2366569809296156e-06,-5.349956358531545e-06,3.137647834352701e-05,6.050165176944429e-06,-2.265517681885838e-05,6.046884566430622e-06,2.1862707853489516e-05,3.680610513796577e-08,3.298069688477817e-05,2.236136065158804e-05,1.6249583264367393e-05,1.3664462179488235e-05,6.450399659628763e-06,-1.4680012659795907e-05,-7.495475634560691e-06,1.3608691800753531e-05,4.8560229499190315e-06,-2.7320204969490558e-05,-0.00045477391308687554
8,1.7000000000000004,5.825123967262605e-05,4.8947428255472125e-05,3.557894041171255e-05,2.8729025658885548e-05,2.873558687991316e-05,1.9510510115090588e-05,4.655586319090754e-05,7.621577613057518e-06,1.8716602370749528e-05,1.0561221027517494e-08,2.628825143661386e-05,-1.1737305028911895e-05,1.34282582224942e-05,-9.824709099362976e-06,-1.9131801127030695e-05,-2.9744576139193216e-05,-2.4482476875048334e-05,-1.0785927979908144e-05,-1.6261266927450418e-05,5.303178834516066e-05,-0.0004987636194665006
9,1.9000000000000004,2.139086773747499e-05,1.4270491883250172e-05,4.115992924400862e-06,1.1123755513872914e-05,-1.462285433045921e-05,-2.0636402668256852e-05,3.2990034007009774e-05,-1.3718730690587012e-05,1.2426851863154909e-05,9.73081336521963e-08,-1.3570724685483375e-05,-5.224211980158283e-05,-1.967436363508323e-05,-3.767639838627522e-05,-3.304960196586161e-05,-3.3381006716419756e-05,-2.9088832568414377e-05,-2.6279935993295416e-05,-2.4336552795847694e-05,-6.819781065612456e-05,-0.0002296047942653374
10,2.1000000000000005,8.871490218817617e-06,1.4661767775685267e-05,-2.2238539283605012e-05,-8.578077104116682e-06,-1.1924299828198837e-05,9.320933859209044e-06,-9.693484678810734e-06,-2.1743167096020297e-05,2.7278995811783275e-05,2.106784623696856e-07,-1.3968120178299997e-05,-2.567661910207374e-05,1.3720232558222937e-05,-3.3914318817893404e-06,-3.0174422832154524e-06,7.0999605413623595e-06,6.624272016860484e-06,1.02755915187266e-05,1.2926324813881878e-05,4.020788184669287e-05,-3.52593691285539e-06
11,2.3000000000000007,4.401339004270787e-05,4.214344204983841e-05,4.731273034741686e-07,1.1446769472155357e-05,1.1751779534286598e-06,1.8034235383877873e-05,1.5271961331253192e-05,-1.822635262522023e-05,2.917190807824936e-05,1.647499151764011e-07,-4.050834595064354e-06,-1.9810887503388548e-05,6.092813113623906e-06,-6.393190501921862e-06,-6.855756584368514e-06,3.4289573764134064e-06,1.8378612772174785e-06,-2.1119937814049873e-06,-1.2636192309694748e-05,-5.3184538260337334e-05,-8.598408217737009e-05
12,2.5000000000000004,3.668441943921247e-06,6.365103786269807e-06,-1.3184054265500355e-05,-2.492544601006487e-06,-2.2179488294356503e-05,1.5294838889197115e-06,1.0561221027517631e-08,-2.20712281474009e-05,1.3241263423207258e-05,1.3194381003834077e-07,-9.027520744508107e-06,-1.748821525961387e-05,-8.368118031233094e-06,-1.5411588804374654e-05,-1.2895360540285423e-05,-7.023067720572621e-06,-8.97503097628721e-06,-1.7911414015894852e-05,-2.3537661047072196e-05,4.769751564971205e-05,-0.00044318023553108503
13,2.7000000000000006,-5.5730378734703535e-06,-1.001170389864992e-05,-2.5174685693461415e-05,-1.6956756356377294e-05,-1.6330159748240343e-05,-1.4502859692050381e-05,-1.4302742450708211e-05,-2.894738778433835e-05,3.2616462402092975e-06,7.945404181744424e-08,-6.731093384843883e-06,-2.0998468509386327e-05,-2.3412997847547573e-05,-1.2468881173490638e-05,-2.188423334811396e-05,-8.771633124431238e-06,-1.83739800983415e-05,-2.7415342674390932e-05,-1.1576555113735399e-05,-4.199765640825876e-05,-0.00040279920071664645
14,2.900000000000001,-1.3442023811480215e-05,-2.0945284765864437e-05,-2.189123618978766e-05,-1.8393789938751792e-05,-1.007006091259743e-05,-1.2730951482612763e-05,-1.9040511830617667e-05,-1.9117732355019568e-05,-4.181995926952868e-06,1.3652565550142394e-08,-4.552010939711953e-06,-3.1045085853262405e-05,-2.4388033145448955e-05,8.051629406695753e-07,-2.3969755304938697e-05,-6.707750579264879e-06,-2.2007066976390503e-05,-2.3120329536517834e-05,-1.7109391460921994e-06,4.015223764528561e-05,-0.00013500321682931472
15,3.1000000000000005,9.012556470911278e-06,-1.2810064666926466e-05,5.095507517426872e-06,-1.354172752715793e-06,-1.915157150576625e-06,-1.5293486825877636e-05,1.0889065684808326e-05,-5.205609495924077e-06,-1.0162611982284995e-05,7.280610513711454e-09,-5.6091245891222204e-06,-3.884498970449116e-05,-3.335652831489367e-05,-7.452827697881212e-06,-3.883842848346355e-05,-2.524029790373753e-05,-3.626314923012582e-05,-4.5727710562456216e-05,-3.324498755742426e-05,-3.0463029841716744e-05,0.00029837552623065874
16,3.3000000000000007,1.8805092138969572e-06,-1.6477787221361613e-05,2.8942178626630218e-06,8.60239344103281e-07,-1.6136603727925785e-05,-9.939530467346187e-06,1.4143431314503917e-05,-3.3126972294579963e-06,-2.1562733517760967e-05,-1.5683663082930787e-08,-1.2094891574916752e-05,-2.319647755363637e-05,-3.69127101118594e-05,-2.007005573397922e-05,-2.7809015936047665e-05,-2.244521774597479e-05,-2.4492318706589757e-05,-4.750580146093909e-05,-4.7525485124021924e-05,3.4844083656619996e-05,0.0006936595676496618
17,3.500000000000001,-2.4827027694650695e-06,-1.7773628374314995e-05,4.12116619482648e-06,-5.290905369283034e-06,-1.2150661953651455e-05,-4.661028150632276e-06,7.929955001355284e-06,-4.4216302987771525e-07,-3.904838755634714e-05,-1.3706625209375409e-07,9.980249856831339e-07,2.0068213902437617e-05,-3.9707790269622146e-05,1.937600508402454e-05,2.487422158951074e-06,4.888829055057091e-06,-8.489587335896638e-07,1.5786930466268016e-06,-1.655988919985948e-06,-3.613848603060118e-05,0.0007603018896271174
18,3.7000000000000006,-2.219917195743934e-05,-2.111657048788335e-05,-2.2806084902493454e-05,-1.695347574586349e-05,-2.5312471335041263e-05,-5.21217071695169e-06,-1.4470053586912321e-05,-2.043420350101169e-05,-5.004827460913877e-05,-1.8299479928703857e-07,-1.4292900619166793e-05,2.035034640662493e-05,-5.1271942330788424e-05,2.486774708413584e-05,-2.9125494624263774e-07,1.3654620347946818e-05,1.3260860370637373e-06,1.3018181908268447e-05,8.307225210442982e-06,2.0773545162905913e-05,0.0005387852259033926
